"","X","X.1","uuid","mylga","mylga_state","mylga_zone","X_lga_id","photo","unique_lga","X_id","formhub_photo_id","gps","facility_name","facility_type","maternal_health_delivery_services_24_7","facility_open_247_yn","essential_meds_stockout","emergency_transport_currently_functioning","skilled_birth_attendant","num_chews_and_chos","power_access_and_functional","comprehensive_obstetrics_yn","num_chews_total","num_nurses_fulltime","num_nursemidwives_fulltime","num_doctors_fulltime","num_lab_techs_fulltime","staff_paid_lastmth_yn","sulpha_and_antenatal","has_itns","medication_iron_tablets","medication_folic_acid","scale_yn","equipment_bp_machine","hiv_tx_srvcs_pmtct_services_calc","lab_tests_hemoglobin_testing_calc","lab_tests_urine_testing_calc","mobile_signal_funct_yn","iv_antibiotics_yn_calc","emoc_vacuum_extractor","emoc_forceps","compr_oc_c_sections","uterotonics_yn_calc","antishock_garment_yn","emoc_parenteral_anticonvulsant","at_least_two_skilled_birth_attendants","at_least_three_skilled_birth_attendants","at_least_four_skilled_birth_attendants","compr_oc_blood_transfusions","condoms_yn","family_planning_pill_calc_calc","family_planning_injectables_calc_calc","family_planning_iud_calc","family_planning_implants_calc","sterilization_yn_calc","child_health_growth_monitor","child_health_measles_immun_calc","child_health_opv_immuization_calc","child_health_dpt_immunization_calc","child_health_tetanus_immun_calc","child_health_hepb_immunization_calc","child_health_bcg_immunization_calc","child_health_yellow_fever_immun_calc","child_health_csm_immunization_calc","vaccines_icepack_calc","equipment_refrigerator","malaria_testing","malaria_treatment_artemisinin","malaria_treatment_sulphadoxine","paid_services_malaria_treatment","medication_anti_malarials","oral_antibiotics_calc","medication_antihistamines","medication_iv_fluid","lab_tests_pregnancy_calc","lab_tests_stool_calc","potable_water_access","improved_sanitation_and_functional","lab_tests_tb_microscopy_calc","tb_treatment_yn","lab_tests_hiv_testing_calc","hiv_treatment_yn","health_no_user_fees","iv_medications_yn","inpatient_care_yn","sector"
"1793",1793,1793,"9ac2474e-0b17-4158-b634-8a95e9217be3","ayamelum","anambra","southeast",76,"1336390766566.jpg","anambra_ayamelum","9ac2474e-0b17-4158-b634-8a95e9217be3","1336390766566.jpg","6.519345045089722 6.960616707801819 56.0 4.0","Royal Homeopathic Hospital, Akanator Road,Omor.","specialisthospital",FALSE,NA,NA,TRUE,TRUE,0,NA,FALSE,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"health"
"1794",1794,1794,"765fcee2-bd68-4dab-ac9b-562178857033","ayamelum","anambra","southeast",76,"1336222565744.jpg","anambra_ayamelum","765fcee2-bd68-4dab-ac9b-562178857033","1336222565744.jpg","6.54545109 6.94100088 68.19999694824219 5.0","Health Post Igbakwu","healthpostdispensary",TRUE,TRUE,NA,TRUE,TRUE,0,FALSE,FALSE,0,2,4,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,NA,NA,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"health"
"1795",1795,1795,"81232ad8-7323-4165-aff6-240b57d0a968","ayamelum","anambra","southeast",76,"1336479882116.jpg","anambra_ayamelum","81232ad8-7323-4165-aff6-240b57d0a968","1336479882116.jpg","6.60944335 6.93840026 83.0999984741211 5.0","Primary Health care Centre","primaryhealthcarecentre",TRUE,TRUE,NA,FALSE,TRUE,2,TRUE,TRUE,2,1,2,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"health"
"1796",1796,1796,"744c0acb-a3e2-4d45-91ae-89562091b0d0","ayamelum","anambra","southeast",76,"1336400942218.jpg","anambra_ayamelum","744c0acb-a3e2-4d45-91ae-89562091b0d0","1336400942218.jpg","6.50399661 6.97409421 65.30000305175781 5.0","Primary Helth Clnic Omor","primaryhealthclinic",FALSE,FALSE,FALSE,TRUE,FALSE,7,TRUE,FALSE,4,NA,0,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"health"
"1797",1797,1797,"3e3331b6-40e1-4e4d-8dd0-6e25e6c3f2dc","ayamelum","anambra","southeast",76,"1336215745637.jpg","anambra_ayamelum","3e3331b6-40e1-4e4d-8dd0-6e25e6c3f2dc","1336215745637.jpg","6.69197677 6.95468115 77.5 5.0","Health Post/Dispensary","healthpostdispensary",FALSE,NA,NA,TRUE,FALSE,4,FALSE,FALSE,2,NA,0,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"health"
"1798",1798,1798,"7e76523c-6514-4a27-8364-38d3f5037797","ayamelum","anambra","southeast",76,"1336480077713.jpg","anambra_ayamelum","7e76523c-6514-4a27-8364-38d3f5037797","1336480077713.jpg","6.60675255 6.95150205 83.0999984741211 5.0","Health Post","healthpostdispensary",FALSE,FALSE,TRUE,TRUE,FALSE,1,FALSE,FALSE,1,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"health"
"1800",1800,1800,"ee73dbe2-91f4-468a-8455-06cec9ca8b82","ayamelum","anambra","southeast",76,"1336472935727.jpg","anambra_ayamelum","ee73dbe2-91f4-468a-8455-06cec9ca8b82","1336472935727.jpg","6.60647397 6.9583551 73.69999694824219 5.0","Primary Health Centre Ifite 2","primaryhealthcarecentre",FALSE,FALSE,TRUE,TRUE,FALSE,1,FALSE,FALSE,1,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"health"
"1801",1801,1801,"1eed6ba7-6bf0-4a4b-ae37-9167132f1f65","ayamelum","anambra","southeast",76,"1336389659035.jpg","anambra_ayamelum","1eed6ba7-6bf0-4a4b-ae37-9167132f1f65","1336389659035.jpg","6.51168991 6.96156505 56.20000076293945 5.0","Anglican Hospital","comprehensivehealthcentre",TRUE,TRUE,NA,TRUE,TRUE,3,NA,TRUE,2,0,1,1,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,"health"
"1802",1802,1802,"e19d43b9-37fe-44b7-9b8a-8acda010e1c0","ayamelum","anambra","southeast",76,"1336138407838.jpg","anambra_ayamelum","e19d43b9-37fe-44b7-9b8a-8acda010e1c0","1336138407838.jpg","6.46176848 7.01212103 47.70000076293945 5.0","Health Post","healthpostdispensary",FALSE,FALSE,NA,TRUE,FALSE,4,TRUE,FALSE,3,NA,0,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"health"
"1803",1803,1803,"378171cf-143b-4893-997b-f34493e02ed3","ayamelum","anambra","southeast",76,"1336053473872.jpg","anambra_ayamelum","378171cf-143b-4893-997b-f34493e02ed3","1336053473872.jpg","6.481826305389404 6.938955187797546 78.0 6.0","Model  Primary  Health  Care  Centre","wardmodelphccentre",FALSE,TRUE,NA,TRUE,TRUE,0,FALSE,FALSE,0,0,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"health"
